ID,Title,Template,Date,Link,Categories
205890,Historic streets assessment report,document,2021-06-16 09:42:48,www.phila.gov/documents/historic-streets-assessment-report/,Department of Streets
205845,Board of Pensions and Retirement newsletters,document,2021-06-15 22:17:29,www.phila.gov/documents/board-of-pensions-and-retirement-newsletters/,Board of Pensions and Retirement
205789,Snow accumulation service maps,document,2021-06-15 15:34:46,www.phila.gov/documents/snow-accumulation-service-maps/,Department of Streets
205761,Act 101 recycling tonnage report guides,document,2021-06-15 14:53:47,www.phila.gov/documents/act-101-recycling-tonnage-report-guides/,Department of Streets
205757,Targeted Community Investment Grants workshop flyer,document,2021-06-15 14:53:36,www.phila.gov/documents/targeted-community-investment-grants-workshop-flyer/,Office of Violence Prevention
205437,"One-Year Report - Pathways to Reform, Transformation and Reconciliation",document,2021-06-14 21:56:07,www.phila.gov/documents/one-year-report-pathways-to-reform-transformation-and-reconciliation/,Mayor's Office of Public Engagement;Racial equity reform
205255,Municipal waste management plans,document,2021-06-14 14:00:00,www.phila.gov/documents/municipal-waste-management-plan/,Solid Waste &amp; Recycling Advisory Committee
205239,Solid Waste and Recycling Advisory Committee meeting materials,document,2021-06-14 13:43:12,www.phila.gov/documents/solid-waste-and-recycling-advisory-committee-meeting-materials/,Solid Waste &amp; Recycling Advisory Committee
205177,Board of Surveyors Meeting Materials,document,2021-06-14 12:11:37,www.phila.gov/documents/board-of-surveyors-meeting-materials/,Board of Surveyors
205054,Mixed Income Housing Program Report 2020,document,2021-06-14 09:00:19,www.phila.gov/documents/mixed-income-housing-program-report-2020/,Department of Planning and Development
202936,Life after the City: Post-employment information,document,2021-06-08 18:18:43,www.phila.gov/documents/life-after-the-city-post-employment-information/,Board of Ethics;Office of the Chief Administrative Officer;Office of the Chief Integrity Officer
202932,Form letters for returning gifts,document,2021-06-08 18:10:30,www.phila.gov/documents/form-letters-for-returning-gifts/,Board of Ethics
202337,Board of Pensions and Retirement regulations,document,2021-06-08 07:13:35,www.phila.gov/documents/board-of-pensions-and-retirement-regulations/,Board of Pensions and Retirement
201267,Lobbying guide and FAQs,document,2021-06-07 08:57:29,www.phila.gov/documents/lobbying-guide-and-faqs/,Board of Ethics
201253,"Campaign finance deadlines, guides, and rules",document,2021-06-06 19:43:05,www.phila.gov/documents/campaign-finance-deadlines-guides-and-rules/,Board of Ethics
201249,Reported candidate committee campaign finance information,document,2021-06-06 19:33:00,www.phila.gov/documents/reported-candidate-committee-campaign-finance-information/,Board of Ethics
201233,Financial disclosure documents and forms,document,2021-06-06 18:53:49,www.phila.gov/documents/financial-disclosure-documents-and-forms/,Board of Ethics
199557,Absconder Review Program,document,2021-06-03 16:49:13,www.phila.gov/documents/absconder-review-program/,Office of Criminal Justice;Office of Policy and Strategic Initiatives for Criminal Justice and Public Safety;Office of Reentry Partnerships
196495,Career ladders,document,2021-05-27 14:24:02,www.phila.gov/documents/career-ladders/,Office of Human Resources
196446,City Council Bill 040769,document,2021-05-27 13:18:21,www.phila.gov/documents/city-council-bill-040769/,Board of Ethics
196412,Regulations of the Board of Ethics,document,2021-05-27 11:11:36,www.phila.gov/documents/regulations-of-the-board-of-ethics/,Board of Ethics
196025,Emergency Housing Protection Act materials for tenants and landlords,document,2021-05-26 12:08:39,www.phila.gov/documents/emergency-housing-protection-act-materials-for-tenants-and-landlords/,Fair Housing Commission
196023,Fair Housing Commission pamphlet,document,2021-05-26 12:08:13,www.phila.gov/documents/fair-housing-commission-pamphlet/,Fair Housing Commission
196018,Fair Housing Commission intake form,document,2021-05-26 12:07:40,www.phila.gov/documents/fair-housing-commission-intake-form/,Fair Housing Commission
195911,2020 Tax Credit Reports,document,2021-05-26 09:51:18,www.phila.gov/documents/2020-tax-credit-reports/,Department of Revenue
194627,Preserving Naturally Occurring Affordable Housing in Philadelphia,document,2021-05-19 21:45:58,www.phila.gov/documents/preserving-naturally-occurring-affordable-housing-in-philadelphia/,Division of Housing and Community Development
194399,Town Watch abandoned automobile report form,document,2021-05-19 10:29:04,www.phila.gov/documents/town-watch-abandoned-automobile-report-form/,Town Watch Integrated Services
194392,Town Watch incident report form,document,2021-05-19 10:20:04,www.phila.gov/documents/town-watch-incident-report-form/,Town Watch Integrated Services
194388,Town Watch new group application,document,2021-05-19 10:14:58,www.phila.gov/documents/town-watch-new-group-application/,Town Watch Integrated Services
193907,Kingsessing Library and Recreation Center: Rebuild plans and resources,document,2021-05-17 09:10:32,www.phila.gov/documents/kingsessing-library-and-recreation-center-rebuild-plans-and-resources/,Managing Director's Office
193901,Ziehler Playground: Rebuild plans and resources,document,2021-05-17 08:26:04,www.phila.gov/documents/ziehler-playground-rebuild-plans-and-resources/,Managing Director's Office
193898,Glavin Playground: Rebuild plans and resources,document,2021-05-17 08:23:10,www.phila.gov/documents/glavin-playground-rebuild-plans-and-resources/,Managing Director's Office
193678,The Impact of Criminal Court and Prison Fines and Fees in Philadelphia,document,2021-05-13 23:58:55,www.phila.gov/documents/the-impact-of-criminal-court-and-prison-fines-and-fees-in-philadelphia/,Office of Community Empowerment and Opportunity
192757,Parks & Rec's food program and Playstreets information,document,2021-05-10 08:52:09,www.phila.gov/documents/parks-recs-food-program-and-playstreets-information/,Philadelphia Parks &amp; Recreation
191899,Apply to start a COVID-19 Isolation and Quarantine Program,document,2021-05-04 17:07:43,www.phila.gov/documents/apply-to-start-a-covid-19-isolation-and-quarantine-program/,Department of Public Health
191739,PHL TCB Clean Corridors Program evaluation reports,document,2021-05-04 10:41:52,www.phila.gov/documents/phl-tcb-clean-corridors-program-evaluation-reports/,Department of Commerce
191200,Roosevelt Boulevard: Route for Change report,document,2021-04-30 09:56:19,www.phila.gov/documents/roosevelt-boulevard-route-for-change-report/,"Office of Transportation, Infrastructure, and Sustainability"
191152,Mayor’s Volunteer Zine,document,2021-04-30 00:33:50,www.phila.gov/documents/mayors-volunteer-zine/,Mayor's Office of Civic Engagement and Volunteer Service;Mayor's Office of Public Engagement;Mayor's Volunteer Corps
191108,Transit Platform Protection regulations,document,2021-04-29 19:50:25,www.phila.gov/documents/transit-platform-protection-regulations/,Department of Streets
190885,Naloxone Action Kit - for Pharmacists,document,2021-04-29 09:37:52,www.phila.gov/documents/naloxone-in-pharmacies-action-kit/,Department of Public Health
190434,PGW Diversification Study resources,document,2021-04-27 09:34:20,www.phila.gov/documents/pgw-diversification-study-resources/,Office of Sustainability
189978,Widening the Circle: Conflict resolution in school settings,document,2021-04-23 15:58:40,www.phila.gov/documents/widening-the-circle-conflict-resolution-in-school-settings/,Philadelphia Commission on Human Relations
189975,Hate crimes and bias incidents fact sheet,document,2021-04-23 15:56:45,www.phila.gov/documents/hate-crimes-and-bias-incidents-fact-sheet/,Philadelphia Commission on Human Relations
189972,PCHR guide to discrimination complaints,document,2021-04-23 15:47:53,www.phila.gov/documents/pchr-guide-to-discrimination-complaints/,Philadelphia Commission on Human Relations
189970,Fair Chance Hiring law poster,document,2021-04-23 15:46:14,www.phila.gov/documents/fair-chance-hiring-law-poster/,Philadelphia Commission on Human Relations
189968,Know Your Rights flyer and posters,document,2021-04-23 15:45:40,www.phila.gov/documents/know-your-rights-flyer-and-posters/,Philadelphia Commission on Human Relations
189947,Life partnership packets and resources,document,2021-04-23 15:20:28,www.phila.gov/documents/life-partnership-packets-and-resources/,Philadelphia Commission on Human Relations
189942,Wage equity ordinance and FAQs,document,2021-04-23 15:15:23,www.phila.gov/documents/wage-equity-ordinance-and-faqs/,Philadelphia Commission on Human Relations
189933,Domestic or sexual violence ordinance,document,2021-04-23 15:13:43,www.phila.gov/documents/domestic-or-sexual-violence-ordinance/,Philadelphia Commission on Human Relations
189681,Safe Spaces for Cycling protected bike lanes,document,2021-04-22 12:31:12,www.phila.gov/documents/safe-spaces-for-cycling-protected-bike-lanes/,"Department of Streets;Office of Transportation, Infrastructure, and Sustainability"
189228,Philadelphia Opioid Response Action Plans,document,2021-04-22 09:10:59,www.phila.gov/documents/philadelphia-opioid-response-action-plan/,Managing Director's Office;Opioid Response Unit
189373,Community Healing Circles Best Practices Guide,document,2021-04-21 17:12:41,www.phila.gov/documents/community-healing-circles-best-practices-guide/,"Office of Diversity, Equity and Inclusion"
188699,Washington Avenue repaving and improvement project,document,2021-04-20 08:28:40,www.phila.gov/documents/washington-avenue-repaving-and-improvement-project/,"Office of Transportation, Infrastructure, and Sustainability"
188697,State Road repaving and safety project,document,2021-04-20 08:27:38,www.phila.gov/documents/state-road-repaving-and-safety-project/,"Office of Transportation, Infrastructure, and Sustainability"
188694,Spruce/Pine repaving and safety project (Front to 22nd streets),document,2021-04-20 08:26:11,www.phila.gov/documents/spruce-pine-repaving-and-safety-project-front-to-22nd-streets/,"Office of Transportation, Infrastructure, and Sustainability"
188692,Race Street safety project at Franklin Square (5th to 8th streets),document,2021-04-20 08:24:51,www.phila.gov/documents/race-street-safety-project-at-franklin-square-5th-to-8th-streets/,"Office of Transportation, Infrastructure, and Sustainability"
188657,Market/JFK Vision Zero pilot project (15th to 20th streets),document,2021-04-19 18:22:27,www.phila.gov/documents/market-jfk-vision-zero-pilot-project-15th-to-20th-streets/,"Office of Transportation, Infrastructure, and Sustainability"
188652,Mantua traffic safety project,document,2021-04-19 18:12:59,www.phila.gov/documents/mantua-traffic-safety-project/,"Office of Transportation, Infrastructure, and Sustainability"
188472,"Grays, Lindbergh, Passyunk/Essington repaving and safety projects",document,2021-04-19 14:58:26,www.phila.gov/documents/grays-lindbergh-passyunk-essington-repaving-and-safety-projects/,"Office of Transportation, Infrastructure, and Sustainability"
188465,Germantown Avenue flood relief and safety project (Master to 2nd Street),document,2021-04-19 14:53:00,www.phila.gov/documents/germantown-avenue-flood-relief-and-safety-project-master-to-2nd-street/,"Office of Transportation, Infrastructure, and Sustainability"
188230,Chestnut Walnut traffic safety project community meeting materials,document,2021-04-19 14:51:00,www.phila.gov/documents/chestnut-walnut-traffic-safety-project-community-meeting-materials/,"Office of Transportation, Infrastructure, and Sustainability"
188460,East Falls roundabout (Fox Street and Queen Lane),document,2021-04-19 14:49:15,www.phila.gov/documents/east-falls-roundabout-fox-street-and-queen-lane/,"Office of Transportation, Infrastructure, and Sustainability"
188401,27th/South protected bike lane (21st to 27th streets),document,2021-04-19 10:50:43,www.phila.gov/documents/27th-south-protected-bike-lane-21st-to-27th-streets/,"Office of Transportation, Infrastructure, and Sustainability"
188400,22nd Street protected bike lane (South to Market),document,2021-04-19 10:50:39,www.phila.gov/documents/22nd-street-protected-bike-lane-south-to-market/,"Office of Transportation, Infrastructure, and Sustainability"
188399,13th Street/Yorktown protected bike lane (Girard to Cecil B. Moore),document,2021-04-19 10:49:06,www.phila.gov/documents/13th-street-yorktown-protected-bike-lane-girard-to-cecil-b-moore/,"Office of Transportation, Infrastructure, and Sustainability"
188403,Chestnut Street parking protected bike lane (33rd to 45th streets),document,2021-04-19 10:49:06,www.phila.gov/documents/chestnut-street-parking-protected-bike-lane-33rd-to-45th-streets/,"Office of Transportation, Infrastructure, and Sustainability"
188398,13th and 15th street neighborhood bikeway (Oregon to Market),document,2021-04-19 10:49:01,www.phila.gov/documents/13th-and-15th-street-neighborhood-bikeway-oregon-to-market/,"Office of Transportation, Infrastructure, and Sustainability"
188396,10th and 13th street protected bike lanes (South to Spring Garden),document,2021-04-19 10:48:53,www.phila.gov/documents/10th-and-13th-street-protected-bike-lanes-south-to-spring-garden/,"Office of Transportation, Infrastructure, and Sustainability"
188402,Chestnut Street loading/parking pilot,document,2021-04-19 10:48:44,www.phila.gov/documents/chestnut-street-loading-parking-pilot/,"Office of Transportation, Infrastructure, and Sustainability"
188397,11th Street repaving and safety project (Bainbridge to Reed),document,2021-04-19 10:48:41,www.phila.gov/documents/11th-street-repaving-and-safety-project-bainbridge-to-reed/,"Office of Transportation, Infrastructure, and Sustainability"
188395,"2nd, 5th, and 6th street protected bike lanes",document,2021-04-19 10:48:34,www.phila.gov/documents/2nd-5th-and-6th-street-protected-bike-lanes/,"Office of Transportation, Infrastructure, and Sustainability"
188380,DPD and PHDC 2020,document,2021-04-19 10:09:35,www.phila.gov/documents/dpd-and-phdc-2020/,Department of Planning and Development
188041,Partial waiver of deed recording fee for surviving spouses,document,2021-04-15 18:04:33,www.phila.gov/documents/partial-waiver-of-deed-recording-fee-for-surviving-spouses/,Department of Records
187447,Mayor Kenney's Fiscal Year 2022 Budget,document,2021-04-14 15:49:14,www.phila.gov/documents/mayor-kenneys-fiscal-year-2022-budget/,Office of the Mayor
187601,Plastic bag ban presentations,document,2021-04-14 12:15:30,www.phila.gov/documents/plastic-bag-ban-presentations/,Department of Commerce;Office of Sustainability
187533,Broad Street median and corridor safety project,document,2021-04-14 10:51:43,www.phila.gov/documents/broad-street-median-and-corridor-safety-project/,"Office of Transportation, Infrastructure, and Sustainability"
187316,Rental license renewal training webinar slides,document,2021-04-13 15:53:39,www.phila.gov/documents/rental-license-renewal-training-webinar-slides/,Department of Licenses and Inspections
187250,Fire suppression contractor licensing requirements webinar slides,document,2021-04-13 15:42:16,www.phila.gov/documents/fire-suppression-contractor-code-requirements-and-li-enforcement-slides/,Department of Licenses and Inspections
186801,2020 Tiered Assistance Program report,document,2021-04-12 10:48:32,www.phila.gov/documents/2020-tiered-assistance-program-report/,
185801,2021 COVID Reentry Payment Program,document,2021-04-05 14:25:19,www.phila.gov/documents/2021-covid-reentry-payment-program/,Office of Reentry Partnerships
185802,Office of Reentry Partnerships flyer,document,2021-04-05 14:23:24,www.phila.gov/documents/office-of-reentry-partnerships-flyer/,Office of Reentry Partnerships
185584,Philadelphia document recording requirements,document,2021-04-01 12:36:17,www.phila.gov/documents/philadelphia-document-recording-requirements/,Department of Records
185577,"Archival birth, death, and marriage record request forms",document,2021-04-01 12:12:24,www.phila.gov/documents/archival-birth-death-and-marriage-record-request-forms/,Department of Records
185523,Statements of tax policy,document,2021-04-01 10:05:22,www.phila.gov/documents/statements-of-tax-policy/,Department of Revenue
185254,Fee schedule – Department of Records,document,2021-03-30 16:49:04,www.phila.gov/documents/fee-schedules-department-of-records/,Department of Records
185244,Department of Records FAQs – translations,document,2021-03-30 16:38:58,www.phila.gov/documents/department-of-records-faqs-translations/,Department of Records
185227,Public safety report request forms,document,2021-03-30 16:19:27,www.phila.gov/documents/public-safety-report-request-forms/,Department of Records
184781,2019 Tax Credit Reports,document,2021-03-26 11:50:06,www.phila.gov/documents/2019-tax-credit-reports/,Department of Revenue
184723,2021 Realty Transfer Tax collection,document,2021-03-26 08:11:01,www.phila.gov/documents/2021-realty-transfer-tax-collection/,Department of Revenue
184345,Staying at Home: Eviction Prevention & Response Progress Report,document,2021-03-24 15:32:17,www.phila.gov/documents/staying-at-home-eviction-prevention-response-progress-report/,Office of Community Empowerment and Opportunity
184321,Plastic bag ban signage,document,2021-03-24 14:46:32,www.phila.gov/documents/plastic-bag-ban-signage/,Department of Commerce;Office of Sustainability
184265,Plastic bag ban flyers,document,2021-03-24 13:25:56,www.phila.gov/documents/plastic-bag-ban-flyers/,Department of Commerce;Office of Sustainability
184091,Safe Routes Philly reading list,document,2021-03-23 15:16:14,www.phila.gov/documents/safe-routes-philly-reading-list/,"Office of Transportation, Infrastructure, and Sustainability"
183663,Philadelphia Emergency Rental Assistance report,document,2021-03-19 17:56:46,www.phila.gov/documents/philadelphia-emergency-rental-assistance-report/,Department of Planning and Development;Division of Housing and Community Development
183285,Philly Counts Vaccination handouts and educational materials,document,2021-03-17 20:48:23,www.phila.gov/documents/philly-counts-vaccination-handouts-and-educational-materials/,Department of Public Health;Managing Director's Office;Philly Counts
182250,GovLabPHL behavioral science reports,document,2021-03-12 10:32:40,www.phila.gov/documents/govlabphl-behavioral-science-reports/,Office of Sustainability
182085,Building waste generation calculator tool,document,2021-03-11 15:10:17,www.phila.gov/documents/building-waste-generation-calculator-tool/,Office of Sustainability
182031,Zero Waste Partnership documents,document,2021-03-11 13:52:38,www.phila.gov/documents/zero-waste-partnership-documents/,Office of Sustainability
181590,Parks & Rec capital projects,document,2021-03-10 16:28:08,www.phila.gov/documents/parks-rec-capital-projects/,Philadelphia Parks &amp; Recreation
181145,Pennsylvania COVID-19 Hospitality Industry Recovery Program,document,2021-03-08 18:35:38,www.phila.gov/documents/pennsylvania-covid-19-hospitality-industry-recovery-program/,Department of Commerce
180297,FY 2020 tax delinquency trend & action reports,document,2021-03-04 08:07:50,www.phila.gov/documents/fy-2020-tax-delinquency-trend-action-reports/,Department of Revenue
176684,DHS policies,document,2021-03-03 15:15:48,www.phila.gov/documents/dhs-policies/,Department of Human Services
180205,OCF Year-in-Review,document,2021-03-03 14:52:03,www.phila.gov/documents/ocf-year-in-review/,Office of Children and Families
180155,L&I affidavit form,document,2021-03-03 12:40:45,www.phila.gov/documents/affidavit-forms/,Department of Licenses and Inspections
179704,A Reimagined Vision for Adult Education Services,document,2021-03-01 15:52:51,www.phila.gov/documents/a-reimagined-vision-for-adult-education-services/,Office of Children and Families
179697,2021 Wage Tax by industry,document,2021-03-01 14:55:39,www.phila.gov/documents/2021-wage-tax-by-industry/,Department of Revenue
179644,2021 monthly tax analysis,document,2021-03-01 13:57:06,www.phila.gov/documents/2021-monthly-tax-analysis/,Department of Revenue
179227,Bouncer training provider application and regulations,document,2021-02-26 11:59:46,www.phila.gov/documents/bouncer-training-provider-application-and-regulations/,Managing Director's Office
178866,Approved bouncer training providers,document,2021-02-24 09:40:58,www.phila.gov/documents/approved-bouncer-training-providers/,Managing Director's Office
178419,OD Stat fatality review team documents,document,2021-02-22 14:10:06,www.phila.gov/documents/od-stat-fatality-review-team-documents/,Department of Public Health
177809,Philadelphia Transit Plan,document,2021-02-18 14:06:32,www.phila.gov/documents/philadelphia-transit-plan/,"Office of Transportation, Infrastructure, and Sustainability"
177709,Payment agreement calculators: For property you don’t live in,document,2021-02-18 09:26:59,www.phila.gov/documents/non-occupied-property-tax-payment-agreement-calculators/,Department of Revenue
177511,Safe Routes Philly pedestrian safety lessons (K-5),document,2021-02-17 12:42:12,www.phila.gov/documents/safe-routes-philly-pedestrian-safety-lessons-k-5/,"Office of Transportation, Infrastructure, and Sustainability"
177503,Safe Routes Philly lessons (pre-K),document,2021-02-17 12:39:48,www.phila.gov/documents/safe-routes-philly-lessons-pre-k/,"Office of Transportation, Infrastructure, and Sustainability"
177415,Millennial Advisory Committee Progress Report,document,2021-02-16 20:16:06,www.phila.gov/documents/millennial-advisory-committee-2017-2020-progress-report/,Mayor's Office of Public Engagement;Mayor's Office of Youth Engagement
176799,Safe Routes Philly lessons (high school),document,2021-02-12 11:38:25,www.phila.gov/documents/safe-routes-philly-lessons-high-school/,"Office of Transportation, Infrastructure, and Sustainability"
176795,Safe Routes Philly activity book,document,2021-02-12 10:25:24,www.phila.gov/documents/safe-routes-philly-activity-book/,"Office of Transportation, Infrastructure, and Sustainability"
176793,Safe Routes Philly parent or caregiver tip sheets,document,2021-02-12 10:23:36,www.phila.gov/documents/safe-routes-philly-parent-or-caregiver-tip-sheets/,"Office of Transportation, Infrastructure, and Sustainability"
176784,Safe Routes Philly games and songs (pre-K through 5),document,2021-02-12 10:05:36,www.phila.gov/documents/safe-routes-philly-games-and-songs-pre-k-through-5/,"Office of Transportation, Infrastructure, and Sustainability"
176779,SEC Municipal Advisor Rule,document,2021-02-12 10:04:34,www.phila.gov/documents/sec-municipal-advisor-rule/,City Treasurer’s Office;Investor information
176776,City of Philadelphia Disclosure Policies and Procedures,document,2021-02-12 09:52:00,www.phila.gov/documents/city-of-philadelphia-disclosure-policies-and-procedures/,City Treasurer’s Office;Investor information;Office of the Director of Finance
176773,City of Philadelphia Debt Policy,document,2021-02-12 09:24:25,www.phila.gov/documents/city-of-philadelphia-debt-policy/,City Treasurer’s Office;Investor information;Office of the Director of Finance
176764,City of Philadelphia Swap Policy,document,2021-02-12 09:11:04,www.phila.gov/documents/city-of-philadelphia-swap-policy/,City Treasurer’s Office;Investor information;Office of the Director of Finance
176762,Safe Routes Philly bicycle safety lessons (K–5),document,2021-02-12 09:03:58,www.phila.gov/documents/safe-routes-philly-bicycle-safety-lessons-k-5/,"Office of Transportation, Infrastructure, and Sustainability"
176574,Internships at DHS,document,2021-02-11 13:34:01,www.phila.gov/documents/internships-at-dhs/,Department of Human Services
176430,City of Philadelphia investment policy,document,2021-02-10 18:34:56,www.phila.gov/documents/city-of-philadelphia-investment-policy/,City Treasurer’s Office
176111,Workforce Respond and Recharge 2021 Commitment,document,2021-02-10 09:31:49,www.phila.gov/documents/workforce-respond-and-recharge-2021-commitment/,Department of Commerce
176070,Digital Navigator flyers,document,2021-02-09 14:48:02,www.phila.gov/documents/digital-navigator-flyers/,Office of Innovation and Technology
176025,Spring Garden Street Improvement Project community meeting materials,document,2021-02-09 11:23:34,www.phila.gov/documents/spring-garden-street-improvement-project-community-meeting-materials/,"Office of Transportation, Infrastructure, and Sustainability"
175351,SJC Community Advisory Committee recommendations,document,2021-02-04 15:33:27,www.phila.gov/documents/sjc-community-advisory-committee-recommendations/,Office of Criminal Justice
175265,Parks & Rec trail projects,document,2021-02-04 14:45:35,www.phila.gov/documents/parks-rec-trail-projects/,Philadelphia Parks &amp; Recreation
174022,COVID Pandemic: the City’s response to support vulnerable populations,document,2021-02-02 15:37:38,www.phila.gov/documents/covid-pandemic-the-citys-response-to-support-vulnerable-populations/,Managing Director's Office
174773,Mayor's Task Force on Eviction Prevention and Response Report,document,2021-02-02 08:54:03,www.phila.gov/documents/mayors-task-force-on-eviction-prevention-and-response-report/,Office of Community Empowerment and Opportunity;Office of Homeless Services
174396,Regulation 32 provider panels,document,2021-01-29 15:22:38,www.phila.gov/documents/regulation-32-provider-panels/,Office of Risk Management
174393,S.M.I.L.E. pocket safety guide,document,2021-01-29 15:10:01,www.phila.gov/documents/smile-pocket-safety-guide/,Office of Risk Management
174226,Drug and alcohol testing policy for operators of commercial vehicles,document,2021-01-28 15:35:52,www.phila.gov/documents/drug-and-alcohol-testing-policy-for-operators-of-commercial-vehicles/,Office of Risk Management
174100,Manayunk flood resources,document,2021-01-28 10:34:47,www.phila.gov/documents/manayunk-flood-resources/,Flood Management
174098,Germantown flood resources,document,2021-01-28 10:34:40,www.phila.gov/documents/germantown-flood-resources/,Flood Management
173654,Philly Counts 2020 Final Report,document,2021-01-26 20:54:04,www.phila.gov/documents/philly-counts-2020-final-report/,Managing Director's Office;Philly Counts
172788,Special event liability insurance application,document,2021-01-22 12:14:04,www.phila.gov/documents/special-event-liability-insurance-application/,Office of Risk Management
172168,Philadelphia COVID-19 Restaurant and Gym Relief Program,document,2021-01-21 23:25:52,www.phila.gov/documents/philadelphia-covid-19-restaurant-and-gym-relief-program/,Department of Commerce
171742,Participatory Budgeting one-pager,document,2021-01-15 16:05:32,www.phila.gov/documents/participatory-budgeting-one-pager/,Office of the Director of Finance
171022,Philadelphia Climate Action Playbook resources,document,2021-01-14 11:55:23,www.phila.gov/documents/philadelphia-climate-action-playbook-resources/,Office of Sustainability
170708,Philly Forward Summer Internship,document,2021-01-11 15:56:26,www.phila.gov/documents/philly-forward-summer-internship/,Department of Public Health
170288,"General claim form for bodily injury, auto, and property",document,2021-01-07 10:22:58,www.phila.gov/documents/general-claim-form-for-bodily-injury-auto-and-property/,Office of the Director of Finance
169410,City of Philadelphia ADA Transition Plan,document,2020-12-30 16:37:27,www.phila.gov/documents/city-of-philadelphia-ada-transition-plan/,Mayor's Office for People with Disabilities
169401,Recommended planting list for off-street parking,document,2020-12-30 16:00:30,www.phila.gov/documents/recommended-planting-list-for-off-street-parking/,Philadelphia City Planning Commission
169140,Healthy Beverages Tax Credit Annual Report,document,2020-12-30 09:20:27,www.phila.gov/documents/healthy-beverages-tax-credit-annual-report/,Department of Revenue
169126,Life Partner & Transgender Health Benefits Tax Credits Annual Report,document,2020-12-30 09:00:58,www.phila.gov/documents/life-partner-transgender-health-benefits-tax-credits-annual-report/,Department of Revenue
164960,2020 Keystone Opportunity Zone forms,document,2020-12-29 09:28:17,www.phila.gov/documents/2020-keystone-opportunity-zone-forms/,Department of Revenue
168618,Philadelphia bed bug materials,document,2020-12-24 11:09:21,www.phila.gov/documents/philadelphia-bed-bug-materials/,Department of Licenses and Inspections
167692,Business Income & Receipts Tax (BIRT) No Tax Liability form,document,2020-12-17 09:50:51,www.phila.gov/documents/revenue-ntl-form/,Department of Revenue
167189,2020 Monthly Tax Analysis,document,2020-12-14 14:05:24,www.phila.gov/documents/2020-monthly-tax-analysis/,Department of Revenue
166351,Think NSAIDS Action Kit,document,2020-12-09 10:26:19,www.phila.gov/documents/think-nsaids-action-kit/,Department of Public Health
166095,Philadelphia Department of Prisons data disclosure protocol,document,2020-12-08 10:11:36,www.phila.gov/documents/philadelphia-department-of-prisons-data-disclosure-protocol/,Philadelphia Department of Prisons
166058,COVID-19 Screening Policy for City Employees,document,2020-12-08 09:27:10,www.phila.gov/documents/covid-19-screening-policy-for-city-employees/,Department of Public Health
165260,Certificate of insurance materials,document,2020-12-04 08:51:38,www.phila.gov/documents/certification-of-insurance-materials/,Department of Licenses and Inspections
164962,2021 Business tax return for trade show vendors,document,2020-12-02 11:37:42,www.phila.gov/documents/2021-business-tax-return-for-trade-show-vendors/,Department of Revenue
164943,2020 Net Profits Tax (NPT) forms,document,2020-12-02 10:58:30,www.phila.gov/documents/2020-net-profits-tax-npt-forms/,Department of Revenue
164853,COVID-19 appropriations trackers,document,2020-12-01 15:15:30,www.phila.gov/documents/covid-19-appropriations-tracker/,Office of the Director of Finance
164815,2020 Annual report,document,2020-12-01 14:42:48,www.phila.gov/documents/2020-annual-report/,Department of Revenue
139771,COVID-19 Executive and Emergency Orders,document,2020-12-01 12:54:14,www.phila.gov/documents/face-masks-executive-order/,Department of Public Health;Office of the Mayor
164375,Parkside Avenue Traffic Safety Project community outreach materials,document,2020-11-27 08:45:42,www.phila.gov/documents/parkside-avenue-traffic-safety-project-community-outreach-materials/,"Office of Transportation, Infrastructure, and Sustainability"
159972,Building Energy Performance Program workbooks and documents,default_document,2020-11-25 10:29:45,www.phila.gov/documents/building-energy-performance-program-resources/,Office of Sustainability
164021,Civil Service Regulations,longform_content,2020-11-24 10:52:16,www.phila.gov/publications/civil-service-regulations/,Civil Service Commission
163722,Crane placement application,default_document,2020-11-20 15:55:33,www.phila.gov/documents/crane-placement-application/,Department of Streets
163714,Banner permit application,default_document,2020-11-20 15:39:33,www.phila.gov/documents/banner-permit-application/,Department of Streets
163347,"Application to operate a tour (pedicab, Segway, bus, bicycle, running)",document,2020-11-18 18:06:22,www.phila.gov/documents/application-to-operate-a-tour-pedicab-segway-bus-bicycle-running/,Department of Streets
162060,For DHS providers,document,2020-11-13 13:18:54,www.phila.gov/documents/for-dhs-providers/,Department of Human Services
161457,2020 Business Income & Receipts Tax (BIRT) forms,document,2020-11-10 10:17:29,www.phila.gov/documents/2020-business-income-receipts-tax-birt-forms/,Department of Revenue
161390,Christopher Columbus Statue Public Survey Report,document,2020-11-09 21:57:06,www.phila.gov/documents/christopher-columbus-statue-public-survey-report/,"Managing Director's Office;Office of Arts, Culture and the Creative Economy;Philadelphia Art Commission"
160795,Intestate descent in Pennsylvania,document,2020-11-04 09:50:02,www.phila.gov/documents/intestate-descent-in-pennsylvania/,Register of Wills
160791,Small estate affidavit,document,2020-11-04 09:35:19,www.phila.gov/documents/small-estate-affidavit/,Register of Wills
160788,Informal caveat form,document,2020-11-04 09:25:14,www.phila.gov/documents/informal-caveat-form/,Register of Wills
160786,Probate record request form,document,2020-11-04 09:04:54,www.phila.gov/documents/probate-record-request-form/,Register of Wills
160784,Marriage record request form,document,2020-11-04 09:03:03,www.phila.gov/documents/marriage-record-request-form/,Register of Wills
160387,L&I construction site requirements,document,2020-10-30 16:35:45,www.phila.gov/documents/li-construction-site-requirements/,Department of Licenses and Inspections
